Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LN02934,Male,Yes,2,Graduate,No,5372,2275,142,180,1.0,Semiurban,Y
LN02935,Male,Yes,1,Not Graduate,No,3621,721,175,360,1.0,Semiurban,Y
LN02936,Female,Yes,1,Not Graduate,No,5302,1556,174,180,1.0,Urban,Y
LN02937,Male,Yes,0,Graduate,No,6810,1367,179,360,1.0,Urban,Y
LN02938,Male,Yes,3+,Graduate,No,3887,3519,61,360,1.0,Semiurban,Y
LN02939,Male,Yes,2,Graduate,No,7393,0,209,360,1.0,Urban,N
LN02940,Male,Yes,1,Graduate,Yes,1518,3921,64,360,1.0,Rural,N
LN02941,Male,Yes,0,Graduate,No,8087,2559,112,360,1.0,Urban,Y
LN02942,Male,No,1,Graduate,No,7476,1728,159,360,1.0,Rural,Y
LN02943,Male,Yes,0,Graduate,No,3226,0,148,360,1.0,Urban,Y
LN02944,Female,Yes,0,Graduate,No,3243,0,220,180,1.0,Urban,N
LN02945,Female,Yes,0,Not Graduate,No,2010,658,91,360,1.0,Rural,N
LN02946,Male,Yes,0,Graduate,No,6842,2452,131,360,1.0,Urban,Y
LN02947,Female,No,0,Graduate,No,4339,1490,51,360,1.0,Rural,Y
LN02948,Female,No,0,Graduate,No,4192,2367,156,180,1.0,Semiurban,Y
LN02949,Female,Yes,0,Graduate,No,2754,0,139,360,1.0,Semiurban,N
LN02950,Female,No,1,Graduate,No,8623,1566,88,360,1.0,Semiurban,Y
LN02951,Male,Yes,0,Graduate,Yes,3054,3143,215,360,1.0,Rural,N
LN02952,Female,Yes,0,Graduate,No,5048,3677,203,360,1.0,Urban,N
LN02953,Female,Yes,0,Graduate,Yes,5431,0,153,120,1.0,Rural,Y
LN02954,Female,No,2,Graduate,No,4202,972,206,360,1.0,Rural,N
LN02955,Male,Yes,1,Graduate,No,3798,988,145,360,1.0,Urban,Y
LN02956,Male,Yes,0,Graduate,Yes,4261,560,185,360,0.0,Semiurban,N
LN02957,Male,No,3+,Graduate,Yes,6130,2861,193,360,0.0,Rural,N
LN02958,Male,Yes,0,Graduate,No,4305,5807,96,180,1.0,Urban,Y
LN02959,Male,Yes,3+,Graduate,No,8251,0,171,360,1.0,Urban,Y
LN02960,Male,No,0,Graduate,No,3445,2137,158,360,1.0,Urban,Y
LN02961,Male,Yes,0,Graduate,No,6508,1943,98,60,1.0,Semiurban,Y
LN02962,Female,Yes,0,Graduate,No,1487,1975,86,120,1.0,Semiurban,N
LN02963,Female,Yes,0,Graduate,No,3446,3499,174,120,1.0,Semiurban,Y
LN02964,Female,Yes,0,Graduate,No,3367,2059,135,120,1.0,Rural,Y
LN02965,Male,Yes,1,Graduate,No,2792,0,76,360,1.0,Semiurban,N
LN02966,Male,Yes,2,Graduate,No,5566,0,178,60,1.0,Rural,Y
LN02967,Male,Yes,0,Graduate,No,4779,0,196,180,1.0,Urban,Y
LN02968,Male,Yes,0,Graduate,No,442,377,91,360,1.0,Urban,N
LN02969,Male,No,0,Not Graduate,No,8991,1290,149,180,1.0,Urban,Y
LN02970,Female,No,0,Graduate,No,5352,1177,225,360,1.0,Semiurban,N
LN02971,Female,Yes,1,Graduate,No,5002,0,104,360,1.0,Urban,Y
LN02972,Male,Yes,0,Graduate,No,7620,0,235,360,1.0,Rural,N
LN02973,Male,No,1,Not Graduate,No,6977,0,133,360,1.0,Semiurban,Y
LN02974,Male,Yes,0,Graduate,No,4403,0,146,180,0.0,Semiurban,N
LN02975,Male,Yes,0,Not Graduate,No,1094,2986,80,180,1.0,Rural,N
LN02976,Female,No,0,Not Graduate,No,6128,1094,82,120,1.0,Urban,Y
LN02977,Male,No,0,Graduate,No,3074,70,117,360,1.0,Rural,Y
LN02978,Male,No,0,Graduate,No,7478,0,194,360,1.0,Semiurban,Y
LN02979,Male,No,1,Not Graduate,No,3447,0,267,360,1.0,Urban,N
LN02980,Male,Yes,0,Graduate,No,4096,2410,280,360,1.0,Urban,N
LN02981,Female,Yes,0,Graduate,No,2313,2213,143,360,0.0,Semiurban,N
LN02982,Male,Yes,1,Graduate,No,2475,1121,132,360,1.0,Rural,N
LN02983,Male,Yes,0,Graduate,No,4781,1099,100,360,1.0,Semiurban,Y
LN02984,Female,Yes,1,Graduate,No,4595,0,205,360,1.0,Semiurban,N
LN02985,Female,No,0,Graduate,No,4048,335,113,360,1.0,Urban,Y
LN02986,Female,No,0,Graduate,Yes,9106,2333,138,360,1.0,Semiurban,Y
LN02987,Male,Yes,2,Not Graduate,No,6207,487,174,60,1.0,Urban,Y
LN02988,Male,No,1,Graduate,No,5020,3935,172,360,1.0,Urban,Y
LN02989,Female,No,0,Not Graduate,No,-514,3308,119,360,0.0,Rural,N
LN02990,Female,Yes,0,Graduate,No,6651,819,145,180,1.0,Rural,Y
LN02991,Female,Yes,2,Graduate,No,10989,1101,120,360,1.0,Urban,Y
LN02992,Female,Yes,0,Graduate,No,4624,4834,108,360,1.0,Rural,Y
LN02993,Female,Yes,0,Graduate,No,3378,2770,98,180,1.0,Semiurban,Y
LN02994,Female,Yes,1,Not Graduate,No,5326,1605,76,360,1.0,Rural,Y
LN02995,Male,Yes,1,Graduate,No,2137,1778,168,360,1.0,Semiurban,N
LN02996,Male,Yes,1,Not Graduate,No,5924,1723,137,360,1.0,Rural,Y
LN02997,Male,Yes,1,Graduate,No,8000,1474,93,60,1.0,Rural,Y
LN02998,Female,No,1,Graduate,No,3658,0,88,360,1.0,Rural,Y
LN02999,Female,Yes,2,Graduate,No,3722,896,87,360,0.0,Urban,N
LN03000,Female,No,1,Graduate,No,4840,0,119,360,1.0,Urban,Y
LN03001,Female,Yes,0,Graduate,No,3997,2587,206,360,1.0,Rural,N
LN03002,Female,Yes,0,Graduate,No,1975,1301,115,360,1.0,Semiurban,N
LN03003,Female,No,1,Graduate,No,4229,2663,177,120,1.0,Rural,Y
LN03004,Male,Yes,2,Graduate,No,3825,0,228,360,0.0,Urban,N
LN03005,Male,Yes,0,Graduate,No,7733,3633,158,360,1.0,Semiurban,Y
LN03006,Female,No,0,Graduate,No,7310,3446,111,360,0.0,Rural,N
LN03007,Male,Yes,3+,Not Graduate,No,7794,0,145,360,1.0,Urban,Y
LN03008,Female,Yes,0,Graduate,No,6603,741,147,360,1.0,Semiurban,Y
LN03009,Male,Yes,0,Graduate,No,5411,904,236,360,1.0,Urban,N
LN03010,Female,No,1,Graduate,No,3251,0,63,180,1.0,Semiurban,Y
LN03011,Female,Yes,3+,Graduate,No,7652,1110,205,360,1.0,Semiurban,N
LN03012,Male,Yes,2,Graduate,No,5695,2337,62,360,0.0,Urban,N
LN03013,Male,Yes,1,Not Graduate,Yes,2503,795,190,360,1.0,Semiurban,N
LN03014,Female,Yes,0,Not Graduate,No,3172,0,129,180,1.0,Urban,Y
LN03015,Female,No,2,Graduate,No,2472,2658,241,360,1.0,Semiurban,N
LN03016,Male,Yes,0,Graduate,No,895,312,183,360,1.0,Urban,N
LN03017,Male,Yes,2,Graduate,No,5777,470,178,360,1.0,Semiurban,Y
LN03018,Female,Yes,0,Not Graduate,Yes,2524,4021,102,120,1.0,Urban,N
LN03019,Male,No,0,Graduate,No,3488,2094,240,180,1.0,Urban,N
LN03020,Female,Yes,0,Graduate,No,5077,286,290,360,1.0,Rural,N
LN03021,Female,No,0,Not Graduate,No,4624,0,250,180,1.0,Semiurban,N
LN03022,Female,No,1,Graduate,No,3573,2948,99,360,1.0,Semiurban,Y
LN03023,Female,Yes,3+,Graduate,No,8037,2845,140,180,1.0,Semiurban,Y
LN03024,Male,Yes,1,Not Graduate,No,1946,739,90,120,1.0,Rural,N
LN03025,Male,Yes,2,Not Graduate,No,2033,0,119,360,1.0,Urban,N
LN03026,Male,No,0,Graduate,No,5915,2078,164,360,1.0,Rural,Y
LN03027,Male,Yes,1,Graduate,No,3747,2390,186,360,1.0,Urban,Y
LN03028,Male,Yes,2,Graduate,No,3669,940,176,360,1.0,Urban,Y
LN03029,Male,No,1,Not Graduate,No,2841,0,63,360,1.0,Rural,N
LN03030,Male,Yes,0,Not Graduate,No,5676,1537,148,360,1.0,Semiurban,Y
LN03031,Female,Yes,1,Graduate,No,5451,2192,175,180,0.0,Urban,N
LN03032,Male,Yes,1,Graduate,No,5238,769,197,360,1.0,Semiurban,Y
LN03033,Male,Yes,0,Graduate,No,3834,1892,171,360,1.0,Urban,Y
LN03034,Female,No,2,Graduate,No,3497,2041,174,360,1.0,Urban,Y
LN03035,Male,Yes,3+,Graduate,No,4673,3218,138,360,1.0,Urban,Y
LN03036,Male,Yes,0,Graduate,No,6933,868,163,360,1.0,Semiurban,Y
LN03037,Female,No,1,Graduate,No,8136,0,279,360,0.0,Urban,N
LN03038,Male,Yes,1,Graduate,Yes,7222,1399,210,360,1.0,Semiurban,N
LN03039,Male,No,1,Not Graduate,No,6011,4031,168,180,1.0,Urban,Y
LN03040,Male,No,0,Graduate,No,6964,0,186,360,1.0,Urban,Y
LN03041,Female,Yes,2,Graduate,Yes,2636,0,153,360,0.0,Semiurban,N
LN03042,Male,Yes,0,Graduate,No,3572,1337,153,360,1.0,Urban,Y
LN03043,Male,No,0,Graduate,No,6048,931,197,360,1.0,Semiurban,Y
LN03044,Female,Yes,2,Graduate,No,4763,1187,120,360,1.0,Urban,Y
LN03045,Male,Yes,1,Graduate,No,5675,1131,143,180,1.0,Semiurban,Y
LN03046,Female,No,2,Graduate,No,6958,3008,81,360,1.0,Rural,Y
LN03047,Female,Yes,0,Graduate,No,6648,1436,188,360,1.0,Semiurban,Y
LN03048,Male,No,0,Graduate,No,2818,2729,203,360,1.0,Urban,N
LN03049,Female,Yes,3+,Graduate,No,5023,0,180,360,1.0,Urban,Y
LN03050,Female,Yes,0,Graduate,No,3158,706,138,360,1.0,Urban,Y
LN03051,Male,Yes,2,Graduate,No,3445,277,147,360,0.0,Urban,N
LN03052,Female,No,2,Graduate,No,1578,0,157,360,1.0,Urban,N
LN03053,Female,Yes,1,Graduate,Yes,5267,1655,204,360,0.0,Semiurban,N
LN03054,Male,No,0,Graduate,No,1430,1349,201,360,1.0,Semiurban,N
LN03055,Male,Yes,1,Graduate,No,5788,799,78,360,1.0,Urban,Y
LN03056,Male,Yes,2,Graduate,Yes,7716,1311,106,360,1.0,Urban,Y
LN03057,Female,Yes,0,Not Graduate,Yes,6060,1655,171,180,1.0,Semiurban,Y
LN03058,Male,Yes,0,Graduate,No,5103,3019,83,360,1.0,Semiurban,Y
LN03059,Female,Yes,0,Graduate,No,8068,2463,195,360,1.0,Rural,Y
LN03060,Female,Yes,0,Graduate,No,5654,1992,136,120,1.0,Semiurban,Y
LN03061,Female,Yes,2,Graduate,No,3274,4960,185,180,1.0,Rural,Y
LN03062,Female,No,2,Graduate,No,5250,437,151,360,1.0,Semiurban,Y
LN03063,Female,Yes,3+,Graduate,Yes,8919,0,145,180,1.0,Semiurban,Y
LN03064,Female,No,0,Not Graduate,No,2814,3261,95,360,1.0,Semiurban,N
LN03065,Female,Yes,1,Graduate,Yes,2239,4300,122,360,1.0,Semiurban,N
LN03066,Male,Yes,0,Graduate,Yes,6229,547,144,360,1.0,Urban,Y
LN03067,Male,Yes,1,Graduate,No,4551,3566,142,360,0.0,Urban,N
LN03068,Female,Yes,1,Graduate,No,3935,699,186,360,1.0,Rural,Y
LN03069,Female,Yes,3+,Graduate,No,2481,2377,117,360,1.0,Urban,N
LN03070,Male,Yes,2,Graduate,No,1099,2460,148,360,1.0,Urban,N
LN03071,Female,Yes,3+,Not Graduate,No,2087,553,225,360,1.0,Semiurban,N
LN03072,Male,No,2,Not Graduate,No,8229,4270,191,360,1.0,Urban,Y
LN03073,Male,Yes,2,Graduate,Yes,4982,4442,155,360,1.0,Rural,Y
LN03074,Male,No,0,Graduate,No,1075,0,77,360,0.0,Urban,N
LN03075,Female,Yes,2,Graduate,No,7368,1801,81,120,1.0,Urban,Y
LN03076,Female,Yes,1,Graduate,No,7469,2871,181,360,1.0,Urban,Y
LN03077,Male,Yes,0,Graduate,No,7458,0,186,360,1.0,Semiurban,Y
LN03078,Male,Yes,0,Graduate,Yes,4154,1539,52,360,1.0,Rural,Y
LN03079,Male,Yes,1,Not Graduate,No,4462,0,184,360,1.0,Semiurban,Y
LN03080,Male,Yes,0,Graduate,No,5275,2501,121,360,1.0,Rural,Y
LN03081,Male,Yes,0,Graduate,No,7802,1628,129,360,1.0,Rural,Y
LN03082,Female,Yes,1,Graduate,No,3890,939,194,360,1.0,Rural,Y
LN03083,Male,Yes,3+,Graduate,No,3491,0,186,360,1.0,Urban,Y
LN03084,Female,Yes,2,Graduate,No,6391,602,145,360,1.0,Urban,Y
LN03085,Male,Yes,0,Graduate,No,7418,2278,184,360,1.0,Semiurban,Y
LN03086,Female,No,0,Graduate,No,4894,1438,131,360,1.0,Semiurban,Y
LN03087,Female,No,0,Not Graduate,No,6340,3288,110,360,1.0,Rural,Y
LN03088,Female,Yes,0,Not Graduate,No,5224,3191,212,360,1.0,Rural,N
LN03089,Female,No,0,Graduate,No,4497,3127,216,360,0.0,Semiurban,N
LN03090,Female,No,3+,Graduate,No,3341,693,117,60,1.0,Urban,Y
LN03091,Female,Yes,0,Graduate,No,2692,1942,123,360,1.0,Urban,N
LN03092,Male,Yes,0,Not Graduate,No,3770,52,194,360,1.0,Urban,Y
LN03093,Female,No,0,Graduate,No,3047,0,115,360,1.0,Urban,Y
LN03094,Male,Yes,0,Graduate,No,5566,3272,190,360,1.0,Urban,Y
LN03095,Female,No,0,Graduate,No,7435,0,98,60,1.0,Semiurban,Y
LN03096,Female,Yes,0,Graduate,No,5408,0,135,60,1.0,Urban,Y
LN03097,Male,Yes,3+,Graduate,No,3158,1657,198,360,1.0,Rural,Y
LN03098,Female,Yes,0,Graduate,No,6710,1093,101,180,1.0,Rural,Y
LN03099,Male,Yes,0,Graduate,No,5593,1223,120,360,0.0,Urban,N
LN03100,Male,No,0,Graduate,No,5989,4958,168,180,1.0,Semiurban,Y
LN03101,Male,No,0,Graduate,No,3961,8,60,180,1.0,Urban,Y
LN03102,Male,Yes,0,Graduate,No,7266,2242,153,360,0.0,Rural,N
LN03103,Female,Yes,0,Graduate,No,7256,1630,208,360,1.0,Urban,N
LN03104,Female,No,0,Graduate,Yes,4631,3014,193,360,1.0,Semiurban,Y
LN03105,Male,Yes,1,Graduate,No,6436,321,147,360,1.0,Semiurban,Y
LN03106,Female,Yes,0,Graduate,No,7202,1163,151,360,0.0,Urban,N
LN03107,Female,Yes,0,Graduate,No,4069,1671,224,360,1.0,Urban,N
LN03108,Male,No,0,Graduate,Yes,4837,0,218,360,1.0,Semiurban,N
LN03109,Female,No,0,Graduate,No,5159,0,145,360,0.0,Urban,N
LN03110,Male,Yes,0,Not Graduate,No,2804,1468,118,360,1.0,Rural,N
LN03111,Male,Yes,0,Graduate,No,5883,3506,192,60,1.0,Rural,Y
LN03112,Female,No,0,Graduate,No,7045,971,206,360,1.0,Semiurban,N
LN03113,Female,Yes,0,Not Graduate,No,4712,1177,218,360,1.0,Urban,N
LN03114,Female,Yes,0,Graduate,No,5679,3226,179,360,1.0,Rural,Y
LN03115,Male,Yes,0,Graduate,No,7797,1276,132,360,1.0,Urban,Y
LN03116,Male,No,0,Graduate,No,4189,2665,66,360,0.0,Semiurban,N
LN03117,Female,Yes,3+,Not Graduate,No,5720,5499,246,360,1.0,Urban,N
LN03118,Female,Yes,1,Graduate,No,3860,634,230,360,0.0,Semiurban,N
LN03119,Female,Yes,2,Graduate,No,3805,1234,111,120,1.0,Urban,Y
LN03120,Female,Yes,2,Graduate,No,5683,2094,159,60,1.0,Semiurban,Y
LN03121,Male,Yes,3+,Not Graduate,Yes,5482,3737,138,360,1.0,Urban,Y
LN03122,Female,Yes,1,Graduate,Yes,6110,1327,153,360,1.0,Semiurban,Y
LN03123,Male,Yes,1,Graduate,No,5152,2593,129,360,1.0,Rural,Y
LN03124,Male,Yes,0,Graduate,No,5930,2021,184,180,1.0,Semiurban,Y
LN03125,Female,Yes,0,Graduate,No,8331,1391,93,360,1.0,Rural,Y
LN03126,Female,Yes,1,Graduate,No,7119,869,130,360,1.0,Urban,Y
LN03127,Female,No,3+,Not Graduate,No,5676,586,193,360,1.0,Urban,Y
LN03128,Male,No,0,Graduate,No,6009,6098,51,180,1.0,Urban,Y
LN03129,Female,Yes,1,Graduate,No,4402,0,165,360,1.0,Semiurban,Y
LN03130,Female,No,0,Graduate,No,4681,0,122,360,1.0,Semiurban,Y
LN03131,Male,Yes,0,Graduate,No,5984,1867,230,360,1.0,Semiurban,N
LN03132,Female,No,0,Graduate,No,5175,1804,166,360,1.0,Rural,Y
LN03133,Male,Yes,0,Not Graduate,No,6586,2139,110,360,1.0,Rural,Y
LN03134,Female,Yes,0,Graduate,No,7534,188,222,180,1.0,Semiurban,N
LN03135,Male,Yes,1,Graduate,Yes,4796,0,151,360,1.0,Semiurban,Y
LN03136,Female,Yes,2,Graduate,No,981,1071,156,360,1.0,Rural,N
LN03137,Female,No,2,Graduate,No,9068,2861,194,60,1.0,Semiurban,Y
LN03138,Male,Yes,0,Graduate,No,3695,0,119,360,1.0,Rural,Y
LN03139,Male,Yes,2,Graduate,No,5390,1726,222,180,0.0,Rural,N
LN03140,Female,Yes,0,Graduate,No,6454,731,178,360,1.0,Semiurban,Y
LN03141,Male,No,0,Graduate,No,7817,0,117,360,1.0,Semiurban,Y
LN03142,Male,Yes,1,Graduate,No,8612,0,128,360,1.0,Rural,Y
LN03143,Male,Yes,0,Graduate,No,4272,2865,87,120,1.0,Semiurban,Y
LN03144,Male,No,0,Graduate,No,7379,594,165,360,1.0,Semiurban,Y
LN03145,Female,Yes,0,Graduate,No,5395,3365,141,360,1.0,Semiurban,Y
LN03146,Female,Yes,1,Not Graduate,No,10486,1444,165,360,1.0,Rural,Y
LN03147,Male,No,0,Graduate,No,7200,0,64,360,1.0,Semiurban,Y
LN03148,Male,Yes,1,Graduate,No,4645,2215,123,360,1.0,Rural,Y
LN03149,Male,Yes,1,Not Graduate,No,3413,297,100,120,0.0,Urban,N
LN03150,Male,Yes,1,Graduate,No,-253,934,174,360,1.0,Semiurban,N
LN03151,Female,No,2,Graduate,Yes,6349,3199,119,360,1.0,Semiurban,Y
LN03152,Female,Yes,0,Graduate,No,7016,0,173,360,1.0,Rural,Y
LN03153,Male,No,0,Graduate,No,6490,825,123,360,1.0,Urban,Y
LN03154,Male,No,0,Graduate,Yes,293,0,231,60,1.0,Rural,N
LN03155,Male,Yes,0,Graduate,No,2483,0,152,120,1.0,Urban,N
LN03156,Female,No,1,Graduate,No,5961,790,195,360,0.0,Semiurban,N
LN03157,Male,Yes,0,Graduate,No,8571,213,144,360,0.0,Semiurban,N
LN03158,Female,Yes,0,Graduate,No,4888,1089,196,360,1.0,Semiurban,Y
LN03159,Male,No,1,Graduate,No,7183,2458,111,360,1.0,Rural,Y
LN03160,Female,No,1,Graduate,No,2931,373,147,180,0.0,Urban,N
LN03161,Male,Yes,1,Not Graduate,No,5414,0,126,360,0.0,Urban,N
LN03162,Female,Yes,2,Graduate,No,4450,2462,243,360,1.0,Semiurban,N
LN03163,Male,Yes,1,Graduate,No,7375,363,90,360,1.0,Urban,Y
LN03164,Male,Yes,1,Not Graduate,No,3920,4241,253,360,1.0,Rural,N
LN03165,Male,Yes,0,Graduate,No,8354,886,81,60,1.0,Rural,Y
LN03166,Female,Yes,3+,Graduate,No,4384,1296,186,360,1.0,Semiurban,Y
LN03167,Male,Yes,0,Not Graduate,No,2860,0,118,360,1.0,Semiurban,N
LN03168,Female,Yes,0,Not Graduate,No,2927,0,162,360,1.0,Rural,N
LN03169,Female,Yes,0,Graduate,Yes,3755,0,141,60,1.0,Rural,Y
LN03170,Male,No,1,Graduate,No,5741,1941,108,360,1.0,Semiurban,Y
LN03171,Male,No,3+,Graduate,No,3780,1377,154,360,1.0,Urban,Y
LN03172,Male,Yes,0,Not Graduate,No,3359,2445,129,360,1.0,Semiurban,Y
LN03173,Female,Yes,0,Not Graduate,No,6779,2711,178,360,1.0,Urban,Y
LN03174,Male,Yes,2,Graduate,No,-1422,2942,99,360,1.0,Rural,N
LN03175,Female,Yes,3+,Graduate,No,4140,1162,173,360,0.0,Urban,N
LN03176,Female,Yes,0,Not Graduate,No,2331,1628,193,360,0.0,Semiurban,N
LN03177,Male,No,0,Graduate,No,3262,2368,144,360,1.0,Semiurban,Y
LN03178,Male,Yes,1,Graduate,No,5487,307,83,360,1.0,Urban,Y
LN03179,Male,Yes,0,Graduate,Yes,4589,92,236,360,1.0,Urban,N
LN03180,Male,Yes,2,Graduate,No,4408,3810,173,120,0.0,Semiurban,N
LN03181,Male,Yes,0,Not Graduate,Yes,7379,0,113,180,1.0,Rural,Y
LN03182,Male,Yes,0,Not Graduate,No,4972,2250,174,360,1.0,Semiurban,Y
LN03183,Female,No,0,Graduate,No,8612,2011,66,180,1.0,Urban,Y
LN03184,Female,Yes,0,Graduate,No,6424,0,208,360,1.0,Rural,N
LN03185,Female,Yes,0,Graduate,No,3066,498,256,360,1.0,Urban,N
LN03186,Male,Yes,0,Graduate,No,8868,964,191,360,0.0,Rural,N
LN03187,Female,No,1,Graduate,No,5556,1825,99,360,1.0,Rural,Y
LN03188,Female,Yes,0,Graduate,No,8743,2027,50,60,1.0,Semiurban,Y
LN03189,Female,Yes,3+,Graduate,No,4467,1453,218,120,1.0,Semiurban,N
LN03190,Female,No,0,Graduate,No,5544,1782,142,360,0.0,Urban,N
LN03191,Female,Yes,1,Graduate,No,5864,2489,130,360,1.0,Urban,Y
LN03192,Male,Yes,0,Not Graduate,No,4663,2419,208,360,1.0,Urban,N
LN03193,Male,Yes,0,Graduate,No,7543,3801,120,360,1.0,Urban,Y
LN03194,Female,Yes,0,Graduate,No,8865,3064,188,360,1.0,Urban,Y
LN03195,Female,Yes,0,Graduate,No,413,1526,151,360,1.0,Urban,N
LN03196,Female,Yes,1,Graduate,No,6629,2461,162,180,1.0,Semiurban,Y
LN03197,Male,Yes,1,Graduate,No,3210,2135,231,120,1.0,Semiurban,N
LN03198,Male,Yes,1,Graduate,No,-185,1746,125,360,1.0,Semiurban,N
LN03199,Female,Yes,0,Not Graduate,No,6034,197,120,360,1.0,Urban,Y
LN03200,Male,Yes,2,Graduate,No,6038,1743,139,360,1.0,Semiurban,Y
LN03201,Male,Yes,1,Graduate,No,6360,0,89,360,1.0,Urban,Y
LN03202,Female,No,3+,Graduate,No,5742,3108,196,360,1.0,Urban,Y
LN03203,Male,Yes,2,Graduate,No,6750,2025,190,360,1.0,Semiurban,Y
LN03204,Male,Yes,0,Graduate,No,3793,1261,149,180,1.0,Semiurban,Y
LN03205,Female,Yes,0,Not Graduate,Yes,5526,868,103,360,1.0,Urban,Y
LN03206,Male,Yes,0,Graduate,No,6396,2481,50,360,0.0,Urban,N
LN03207,Male,Yes,1,Graduate,No,7705,4256,108,120,1.0,Semiurban,Y
LN03208,Female,Yes,0,Graduate,No,5087,2062,138,360,1.0,Urban,Y
LN03209,Male,Yes,1,Not Graduate,No,4572,4353,55,360,1.0,Urban,Y
LN03210,Male,Yes,0,Graduate,No,4889,2676,274,360,0.0,Semiurban,N
LN03211,Female,No,0,Graduate,No,2612,291,170,180,1.0,Semiurban,N
LN03212,Female,Yes,0,Graduate,No,6539,2231,177,360,1.0,Rural,Y
LN03213,Female,Yes,0,Graduate,No,2085,2085,142,360,1.0,Rural,N
LN03214,Male,Yes,1,Graduate,No,5781,291,186,360,1.0,Semiurban,Y
LN03215,Female,Yes,0,Graduate,Yes,5169,888,134,120,1.0,Semiurban,Y
LN03216,Male,Yes,1,Graduate,No,1898,858,141,60,1.0,Semiurban,N
LN03217,Female,Yes,0,Graduate,No,2012,1650,220,360,1.0,Urban,N
LN03218,Male,Yes,0,Graduate,No,3292,1079,204,60,1.0,Semiurban,N
LN03219,Female,No,1,Graduate,No,4312,1903,149,360,1.0,Semiurban,Y
LN03220,Female,No,0,Graduate,No,7960,2146,251,360,1.0,Semiurban,N
LN03221,Female,Yes,1,Graduate,No,4778,3401,145,360,1.0,Semiurban,Y
LN03222,Female,Yes,2,Graduate,No,6092,2323,124,360,1.0,Urban,Y
LN03223,Male,No,2,Graduate,No,7533,447,156,360,1.0,Urban,Y
LN03224,Female,Yes,0,Graduate,No,7146,4666,165,360,1.0,Urban,Y
LN03225,Female,Yes,0,Graduate,No,4985,456,90,360,1.0,Semiurban,Y
LN03226,Male,Yes,1,Graduate,No,3588,918,174,360,1.0,Semiurban,Y
LN03227,Female,Yes,1,Graduate,No,5997,2396,255,360,1.0,Rural,N
LN03228,Male,Yes,1,Graduate,No,3628,5842,197,360,0.0,Rural,N
LN03229,Female,Yes,0,Graduate,No,8629,2102,183,360,1.0,Semiurban,Y
LN03230,Female,Yes,0,Graduate,Yes,6735,537,174,360,1.0,Semiurban,Y
LN03231,Female,Yes,0,Graduate,No,5417,0,100,120,1.0,Semiurban,Y
LN03232,Male,No,1,Graduate,No,6025,0,100,180,1.0,Semiurban,Y
LN03233,Female,Yes,0,Graduate,No,5356,1516,158,360,0.0,Semiurban,N
LN03234,Female,Yes,0,Graduate,No,4263,2317,128,360,1.0,Semiurban,Y
LN03235,Female,Yes,1,Graduate,Yes,5997,0,77,360,1.0,Semiurban,Y
LN03236,Male,No,0,Not Graduate,Yes,4514,1832,132,360,1.0,Urban,Y
LN03237,Male,No,0,Graduate,No,8873,0,172,360,0.0,Urban,N
LN03238,Female,Yes,0,Graduate,No,3614,113,179,360,0.0,Rural,N
LN03239,Male,Yes,0,Graduate,No,6017,2447,108,360,1.0,Semiurban,Y
LN03240,Female,No,0,Not Graduate,No,3434,378,147,360,1.0,Urban,Y
LN03241,Female,Yes,0,Graduate,Yes,3413,3465,170,360,1.0,Semiurban,Y
LN03242,Female,Yes,0,Graduate,No,1427,623,86,360,1.0,Semiurban,N
LN03243,Female,Yes,0,Graduate,No,5822,3164,111,360,1.0,Semiurban,Y
LN03244,Female,Yes,0,Not Graduate,No,3935,4897,149,180,1.0,Rural,Y
LN03245,Female,Yes,1,Not Graduate,No,7166,381,104,360,1.0,Urban,Y
LN03246,Female,Yes,0,Graduate,No,5826,5199,133,360,1.0,Semiurban,Y
LN03247,Male,Yes,0,Graduate,No,5296,1520,274,360,1.0,Semiurban,N
LN03248,Male,No,0,Graduate,No,2179,551,74,360,1.0,Urban,N
LN03249,Male,No,0,Graduate,No,6169,1055,221,360,1.0,Rural,N
LN03250,Male,No,0,Graduate,No,3675,894,167,360,0.0,Semiurban,N
LN03251,Male,No,0,Not Graduate,No,2134,3602,88,360,1.0,Rural,N
LN03252,Male,Yes,1,Graduate,No,5861,3476,183,360,1.0,Urban,Y
LN03253,Male,Yes,0,Graduate,No,2483,3458,152,360,1.0,Urban,N
LN03254,Female,Yes,2,Graduate,No,817,0,210,360,1.0,Urban,N
LN03255,Female,No,0,Graduate,No,7594,1783,183,360,1.0,Semiurban,Y
LN03256,Female,Yes,0,Graduate,No,3878,0,159,120,1.0,Urban,Y
LN03257,Female,No,0,Graduate,No,1511,3016,134,360,1.0,Urban,N
LN03258,Male,Yes,1,Graduate,No,3074,774,208,360,1.0,Urban,N
LN03259,Male,No,0,Graduate,No,3557,2254,130,360,1.0,Urban,Y
LN03260,Female,Yes,0,Graduate,No,7288,747,79,360,1.0,Rural,Y
LN03261,Female,Yes,0,Graduate,No,1674,0,55,360,1.0,Semiurban,N
LN03262,Male,No,0,Not Graduate,No,2322,2827,88,120,1.0,Rural,N
LN03263,Female,Yes,3+,Graduate,Yes,6960,2943,190,360,1.0,Semiurban,Y
LN03264,Female,No,0,Graduate,No,4100,1709,131,60,1.0,Urban,Y
